issue,ADM3_PCODE,provincia_sat,canton_sat,parroquia_sat,sat_personas,censo_personas,censo_nbi_personas_viviendas_particulares,censo_personas_minus_sat_personas,censo_nbi_personas_minus_sat_personas
sat_personas_differs_from_total_population,EC010955,Azuay,Sígsig,San Bartolomé,3367,3368.0,3367.0,1.0,0.0
sat_personas_differs_from_total_population,EC011351,Azuay,Sevilla de Oro,Amaluza,892,896.0,892.0,4.0,0.0
sat_personas_differs_from_total_population,EC011550,Azuay,Camilo Ponce Enríquez,Camilo Ponce Enríquez,22763,22810.0,22763.0,47.0,0.0
sat_personas_differs_from_total_population,EC020155,Bolívar,Guaranda,Salinas,5877,5880.0,5877.0,3.0,0.0
sat_personas_differs_from_total_population,EC020156,Bolívar,Guaranda,San Lorenzo,1769,1770.0,1769.0,1.0,0.0
sat_personas_differs_from_total_population,EC020160,Bolívar,Guaranda,San Luis de Pambil,7880,7887.0,7880.0,7.0,0.0
sat_personas_differs_from_total_population,EC020250,Bolívar,Chillanes,Chillanes,13827,13855.0,13827.0,28.0,0.0
sat_personas_differs_from_total_population,EC020450,Bolívar,Echeandía,Echeandía,14648,14654.0,14648.0,6.0,0.0
sat_personas_differs_from_total_population,EC020551,Bolívar,San Miguel,Balsapamba,2469,2470.0,2469.0,1.0,0.0
sat_personas_differs_from_total_population,EC020554,Bolívar,San Miguel,San Pablo,5179,5180.0,5179.0,1.0,0.0
sat_personas_differs_from_total_population,EC020650,Bolívar,Caluma,Caluma,15576,15607.0,15576.0,31.0,0.0
sat_personas_differs_from_total_population,EC020750,Bolívar,Las Naves,Las Naves,6995,7012.0,6995.0,17.0,0.0
sat_personas_differs_from_total_population,EC030157,Cañar,Azogues,Rivera,1567,1568.0,1567.0,1.0,0.0
sat_personas_differs_from_total_population,EC030356,Cañar,Cañar,Ingapirca,6955,6964.0,6955.0,9.0,0.0
sat_personas_differs_from_total_population,EC040157,Carchi,Tulcán,Tufiño,2683,2692.0,2683.0,9.0,0.0
sat_personas_differs_from_total_population,EC040159,Carchi,Tulcán,El Chical,4349,4403.0,4349.0,54.0,0.0
sat_personas_differs_from_total_population,EC050252,Cotopaxi,La Maná,Pucayacu,1958,1960.0,1958.0,2.0,0.0
sat_personas_differs_from_total_population,EC050350,Cotopaxi,Pangua,El Corazón,5526,5529.0,5526.0,3.0,0.0
sat_personas_differs_from_total_population,EC050351,Cotopaxi,Pangua,Moraspungo,13862,13884.0,13862.0,22.0,0.0
sat_personas_differs_from_total_population,EC050451,Cotopaxi,Pujilí,Angamarca,3798,3802.0,3798.0,4.0,0.0
sat_personas_differs_from_total_population,EC050754,Cotopaxi,Sigchos,Palo Quemado,1024,1030.0,1024.0,6.0,0.0
sat_personas_differs_from_total_population,EC060254,Chimborazo,Alausí,Huigra,1743,1748.0,1743.0,5.0,0.0
sat_personas_differs_from_total_population,EC060255,Chimborazo,Alausí,Multitud,1864,1867.0,1864.0,3.0,0.0
sat_personas_differs_from_total_population,EC060351,Chimborazo,Colta,Cañi,710,711.0,710.0,1.0,0.0
sat_personas_differs_from_total_population,EC060651,Chimborazo,Guamote,Cebadas,6410,6414.0,6410.0,4.0,0.0
sat_personas_differs_from_total_population,EC060950,Chimborazo,Penipe,Penipe,2243,2400.0,2243.0,157.0,0.0
sat_personas_differs_from_total_population,EC060954,Chimborazo,Penipe,San Antonio de Bayushig,1093,1097.0,1093.0,4.0,0.0
sat_personas_differs_from_total_population,EC061050,Chimborazo,Cumandá,Cumandá,16593,16602.0,16593.0,9.0,0.0
sat_personas_differs_from_total_population,EC070251,El Oro,Arenillas,Chacras,1924,1926.0,1924.0,2.0,0.0
sat_personas_differs_from_total_population,EC070651,El Oro,El Guabo,Barbones,7337,7364.0,7337.0,27.0,0.0
sat_personas_differs_from_total_population,EC070653,El Oro,El Guabo,Tendales,5326,5388.0,5326.0,62.0,0.0
sat_personas_differs_from_total_population,EC070654,El Oro,El Guabo,Río Bonito,6765,6884.0,6765.0,119.0,0.0
sat_personas_differs_from_total_population,EC070951,El Oro,Pasaje,Buenavista,7708,7744.0,7708.0,36.0,0.0
sat_personas_differs_from_total_population,EC071252,El Oro,Santa Rosa,Jambelí,1126,1246.0,1126.0,120.0,0.0
sat_personas_differs_from_total_population,EC080152,Esmeraldas,Esmeraldas,Camarones,3947,3949.0,3947.0,2.0,0.0
sat_personas_differs_from_total_population,EC080154,Esmeraldas,Esmeraldas,Chinca,5103,5109.0,5103.0,6.0,0.0
sat_personas_differs_from_total_population,EC080163,Esmeraldas,Esmeraldas,San Mateo,7937,7975.0,7937.0,38.0,0.0
sat_personas_differs_from_total_population,EC080252,Esmeraldas,Eloy Alfaro,Atahualpa,1383,1388.0,1383.0,5.0,0.0
sat_personas_differs_from_total_population,EC080254,Esmeraldas,Eloy Alfaro,La Tola,2886,2949.0,2886.0,63.0,0.0
sat_personas_differs_from_total_population,EC080265,Esmeraldas,Eloy Alfaro,Santa Lucía de las Peñas,1925,1985.0,1925.0,60.0,0.0
sat_personas_differs_from_total_population,EC080351,Esmeraldas,Muisne,Bolívar,2523,2569.0,2523.0,46.0,0.0
sat_personas_differs_from_total_population,EC080354,Esmeraldas,Muisne,Quingue,519,533.0,519.0,14.0,0.0
sat_personas_differs_from_total_population,EC080357,Esmeraldas,Muisne,San Gregorio,7851,7864.0,7851.0,13.0,0.0
sat_personas_differs_from_total_population,EC080358,Esmeraldas,Muisne,San José de Chamanga,5704,5709.0,5704.0,5.0,0.0
sat_personas_differs_from_total_population,EC080451,Esmeraldas,Quinindé,Cube,7870,7872.0,7870.0,2.0,0.0
sat_personas_differs_from_total_population,EC080454,Esmeraldas,Quinindé,Viche,5955,5975.0,5955.0,20.0,0.0
sat_personas_differs_from_total_population,EC080455,Esmeraldas,Quinindé,La Unión,34133,34161.0,34133.0,28.0,0.0
sat_personas_differs_from_total_population,EC080561,Esmeraldas,San Lorenzo,Tululbí,2613,2641.0,2613.0,28.0,0.0
sat_personas_differs_from_total_population,EC080651,Esmeraldas,Atacames,La Unión,3357,3358.0,3357.0,1.0,0.0
sat_personas_differs_from_total_population,EC080652,Esmeraldas,Atacames,Súa,4386,4412.0,4386.0,26.0,0.0
sat_personas_differs_from_total_population,EC080653,Esmeraldas,Atacames,Tonchigüe,8291,8300.0,8291.0,9.0,0.0
sat_personas_differs_from_total_population,EC080654,Esmeraldas,Atacames,Tonsupa,13076,13266.0,13076.0,190.0,0.0
sat_personas_differs_from_total_population,EC080750,Esmeraldas,Rioverde,Rioverde,7119,7124.0,7119.0,5.0,0.0
sat_personas_differs_from_total_population,EC080751,Esmeraldas,Rioverde,Chontaduro,4147,4156.0,4147.0,9.0,0.0
sat_personas_differs_from_total_population,EC090152,Guayas,Guayaquil,Juan Gómez Rendón,13460,13483.0,13460.0,23.0,0.0
sat_personas_differs_from_total_population,EC090153,Guayas,Guayaquil,Morro,6482,6502.0,6482.0,20.0,0.0
sat_personas_differs_from_total_population,EC090158,Guayas,Guayaquil,Tenguel,11970,12042.0,11970.0,72.0,0.0
sat_personas_differs_from_total_population,EC090250,Guayas,Alfredo Baquerizo Moreno (Juján),Alfredo Baquerizo Moreno (Juján),25523,25526.0,25523.0,3.0,0.0
sat_personas_differs_from_total_population,EC090654,Guayas,Daule,Limonal,9407,9414.0,9407.0,7.0,0.0
sat_personas_differs_from_total_population,EC090851,Guayas,El Empalme,Guayas,18730,18735.0,18730.0,5.0,0.0
sat_personas_differs_from_total_population,EC091053,Guayas,Milagro,Mariscal Sucre,6070,6072.0,6070.0,2.0,0.0
sat_personas_differs_from_total_population,EC091054,Guayas,Milagro,Roberto Astudillo,12700,12703.0,12700.0,3.0,0.0
sat_personas_differs_from_total_population,EC092250,Guayas,Simón Bolívar,Simón Bolívar,16445,16448.0,16445.0,3.0,0.0
sat_personas_differs_from_total_population,EC092251,Guayas,Simón Bolívar,Coronel Lorenzo de Garaycoa,12968,12979.0,12968.0,11.0,0.0
sat_personas_differs_from_total_population,EC092350,Guayas,Coronel Marcelino Maridueña,Coronel Marcelino Maridueña,13171,13183.0,13171.0,12.0,0.0
sat_personas_differs_from_total_population,EC092750,Guayas,General  Antonio Elizalde,General Antonio Elizalde,11804,11810.0,11804.0,6.0,0.0
sat_personas_differs_from_total_population,EC100153,Imbabura,Ibarra,Carolina,3251,3258.0,3251.0,7.0,0.0
sat_personas_differs_from_total_population,EC100155,Imbabura,Ibarra,Lita,3944,3964.0,3944.0,20.0,0.0
sat_personas_differs_from_total_population,EC100351,Imbabura,Cotacachi,Apuela,1923,1936.0,1923.0,13.0,0.0
sat_personas_differs_from_total_population,EC100354,Imbabura,Cotacachi,Peñaherrera,1778,1780.0,1778.0,2.0,0.0
sat_personas_differs_from_total_population,EC100357,Imbabura,Cotacachi,Seis De Julio de Cuellaje,1658,1664.0,1658.0,6.0,0.0
sat_personas_differs_from_total_population,EC100453,Imbabura,Otavalo,González Suárez,7433,7434.0,7433.0,1.0,0.0
sat_personas_differs_from_total_population,EC100457,Imbabura,Otavalo,San Pablo,11114,11146.0,11114.0,32.0,0.0
sat_personas_differs_from_total_population,EC100458,Imbabura,Otavalo,San Rafael,5179,5184.0,5179.0,5.0,0.0
sat_personas_differs_from_total_population,EC100459,Imbabura,Otavalo,Selva Alegre,1300,1301.0,1300.0,1.0,0.0
sat_personas_differs_from_total_population,EC100652,Imbabura,San Miguel de Urcuquí,La Merced de Buenos Aires,1987,2004.0,1987.0,17.0,0.0
sat_personas_differs_from_total_population,EC100653,Imbabura,San Miguel de Urcuquí,Pablo Arenas,2337,2339.0,2337.0,2.0,0.0
sat_personas_differs_from_total_population,EC100655,Imbabura,San Miguel de Urcuquí,Tumbabiro,1665,1680.0,1665.0,15.0,0.0
sat_personas_differs_from_total_population,EC110152,Loja,Loja,Chuquiribamba,2111,2114.0,2111.0,3.0,0.0
sat_personas_differs_from_total_population,EC110158,Loja,Loja,San Pedro de Vilcabamba,1300,1305.0,1300.0,5.0,0.0
sat_personas_differs_from_total_population,EC110160,Loja,Loja,Taquil,3718,3720.0,3718.0,2.0,0.0
sat_personas_differs_from_total_population,EC110254,Loja,Calvas,Sanguillín,1381,1387.0,1381.0,6.0,0.0
sat_personas_differs_from_total_population,EC110351,Loja,Catamayo,El Tambo,4437,4439.0,4437.0,2.0,0.0
sat_personas_differs_from_total_population,EC110353,Loja,Catamayo,San Pedro de la Bendita,1921,1924.0,1921.0,3.0,0.0
sat_personas_differs_from_total_population,EC110457,Loja,Celica,Teniente Maximiliano Rodríguez Loaiza,702,704.0,702.0,2.0,0.0
sat_personas_differs_from_total_population,EC110650,Loja,Espíndola,Amaluza,4140,4142.0,4140.0,2.0,0.0
sat_personas_differs_from_total_population,EC110756,Loja,Gonzanamá,Sacapalca,1716,1719.0,1716.0,3.0,0.0
sat_personas_differs_from_total_population,EC110852,Loja,Macará,La Victoria,1360,1361.0,1360.0,1.0,0.0
sat_personas_differs_from_total_population,EC110853,Loja,Macará,Sabiango,629,634.0,629.0,5.0,0.0
sat_personas_differs_from_total_population,EC110950,Loja,Paltas,Catacocha,12110,12129.0,12110.0,19.0,0.0
sat_personas_differs_from_total_population,EC110954,Loja,Paltas,Lauro Guerrero,1679,1680.0,1679.0,1.0,0.0
sat_personas_differs_from_total_population,EC110958,Loja,Paltas,Casanga,1734,1735.0,1734.0,1.0,0.0
sat_personas_differs_from_total_population,EC111159,Loja,Saraguro,Urdaneta,4086,4091.0,4086.0,5.0,0.0
sat_personas_differs_from_total_population,EC111250,Loja,Sozoranga,Sozoranga,3670,3671.0,3670.0,1.0,0.0
sat_personas_differs_from_total_population,EC111452,Loja,Pindal,12 de Diciembre,2059,2060.0,2059.0,1.0,0.0
sat_personas_differs_from_total_population,EC111550,Loja,Quilanga,Quilanga,2558,2559.0,2558.0,1.0,0.0
sat_personas_differs_from_total_population,EC120153,Los Ríos,Babahoyo,Febres Cordero,19008,19012.0,19008.0,4.0,0.0
sat_personas_differs_from_total_population,EC120252,Los Ríos,Baba,Isla de Bejucal,10130,10141.0,10130.0,11.0,0.0
sat_personas_differs_from_total_population,EC120350,Los Ríos,Montalvo,Montalvo,25874,25875.0,25874.0,1.0,0.0
sat_personas_differs_from_total_population,EC120650,Los Ríos,Urdaneta,Catarama,9671,9680.0,9671.0,9.0,0.0
sat_personas_differs_from_total_population,EC120651,Los Ríos,Urdaneta,Ricaurte,23427,23471.0,23427.0,44.0,0.0
sat_personas_differs_from_total_population,EC120750,Los Ríos,Ventanas,Ventanas,48988,49009.0,48988.0,21.0,0.0
sat_personas_differs_from_total_population,EC120752,Los Ríos,Ventanas,Zapotal,18364,18368.0,18364.0,4.0,0.0
sat_personas_differs_from_total_population,EC121350,Los Ríos,Quinsaloma,Quinsaloma,19464,19470.0,19464.0,6.0,0.0
sat_personas_differs_from_total_population,EC130155,Manabí,Portoviejo,Riochico,14850,17040.0,14850.0,2190.0,0.0
sat_personas_differs_from_total_population,EC130351,Manabí,Chone,Boyacá,4444,4447.0,4444.0,3.0,0.0
sat_personas_differs_from_total_population,EC130354,Manabí,Chone,Chibunga,6082,6083.0,6082.0,1.0,0.0
sat_personas_differs_from_total_population,EC130356,Manabí,Chone,Ricaurte,7831,7838.0,7831.0,7.0,0.0
sat_personas_differs_from_total_population,EC130452,Manabí,El Carmen,San Pedro de Suma,7251,7252.0,7251.0,1.0,0.0
sat_personas_differs_from_total_population,EC130453,Manabí,El Carmen,Santa María,13662,13668.0,13662.0,6.0,0.0
sat_personas_differs_from_total_population,EC130552,Manabí,Flavio Alfaro,Zapallo,3527,3531.0,3527.0,4.0,0.0
sat_personas_differs_from_total_population,EC130652,Manabí,Jipijapa,El Anegado,7019,7020.0,7019.0,1.0,0.0
sat_personas_differs_from_total_population,EC131351,Manabí,Santa Ana,Ayacucho,7933,7934.0,7933.0,1.0,0.0
sat_personas_differs_from_total_population,EC131355,Manabí,Santa Ana,San Pablo,6006,6009.0,6006.0,3.0,0.0
sat_personas_differs_from_total_population,EC131651,Manabí,24 de Mayo,Bellavista,5687,5693.0,5687.0,6.0,0.0
